ShipmentID;ClientID;ClientName;OriginCountry;OriginCity;OriginCode;DestCountry;DestCity;DestCode;TransportMode;Carrier;HS_Code;CustomsRegime;BookingDate;DepartureDate;ArrivalDate;ClearanceDate;TransitDays;ClearanceDays;OnTime;Direction;CargoValueEUR;DutyRatePct;DutyPayableEUR;DutySavedEUR;DutyPaidEUR
SHP0265;CLT002;Atlas Apparel Group;Vietnam;Ho Chi Minh City;VN;Portugal;Lisbon;PT;Sea;FedEx;2106.90;Standard Entry;2023-05-26;2023-06-01;2023-07-11;2023-07-12;40;1;TRUE;Import;15755,57;9;1418;0;1418
SHP0266;CLT009;GreenLeaf Organics;Japan;Tokyo;JP;Italy;Genoa;IT;Air;MSC;8428.90;Standard Entry;2024-06-01;2024-06-09;2024-06-12;2024-06-13;3;1;TRUE;Import;150014,46;1,7;2550,25;0;2550,25
SHP0267;CLT007;BlueSky Pharmaceuticals;India;Mumbai;IN;Netherlands;Rotterdam;NL;Sea;Evergreen;6110.20;IP Relief;2024-02-07;2024-02-14;2024-03-25;2024-03-28;40;3;TRUE;Import;115925,67;12;13911,08;8092,96;5818,12
SHP0268;CLT003;Crestwood Automotive Parts;Mexico;Mexico City;MX;Germany;Hamburg;DE;Sea;MSC;6203.42;Temporary Admission;2024-04-22;2024-04-30;2024-05-28;2024-05-29;28;1;TRUE;Import;136301,51;12;16356,18;16240,49;115,69
SHP0269;CLT008;Ironclad Steel Works;Turkey;Istanbul;TR;Poland;Gdansk;PL;Sea;MSC;8517.12;FTA Relief;2024-12-03;2024-12-05;2025-01-01;2025-01-03;27;2;TRUE;Import;209801,56;0;0;0;0
SHP0270;CLT004;Solaris Chemical Solutions;Bangladesh;Dhaka;BD;Belgium;Antwerp;BE;Air;Maersk;3004.90;IP Relief;2023-09-24;2023-09-26;2023-09-29;2023-10-03;3;4;FALSE;Import;214377,32;0;0;0;0
SHP0271;CLT002;Atlas Apparel Group;South Korea;Busan;KR;Germany;Hamburg;DE;Rail;CMA CGM;8517.12;Standard Entry;2023-03-05;2023-03-10;2023-03-30;2023-04-01;20;2;TRUE;Import;53542,59;0;0;0;0
SHP0272;CLT006;Vortex Machinery Co.;USA;New York;US;Sweden;Gothenburg;SE;Air;Evergreen;8443.32;Standard Entry;2023-01-23;2023-01-28;2023-01-30;2023-02-05;2;6;FALSE;Import;113640,67;0;0;0;0
SHP0273;CLT002;Atlas Apparel Group;Bangladesh;Dhaka;BD;Germany;Hamburg;DE;Sea;UPS;8471.30;FTA Relief;2024-08-10;2024-08-18;2024-09-18;2024-09-22;31;4;FALSE;Import;12223,16;0;0;0;0
SHP0274;CLT006;Vortex Machinery Co.;Vietnam;Ho Chi Minh City;VN;France;Le Havre;FR;Sea;Evergreen;2106.90;FTA Relief;2023-02-05;2023-02-10;2023-03-19;2023-03-25;37;6;FALSE;Import;77300,76;9;6957,07;5729,83;1227,24
SHP0275;CLT001;Meridian Electronics Ltd;USA;New York;US;Spain;Barcelona;ES;Air;CMA CGM;2917.36;FTA Relief;2024-10-20;2024-10-25;2024-10-31;2024-11-06;6;6;FALSE;Import;248551,38;5,5;13670,33;11798,82;1871,51
SHP0276;CLT007;BlueSky Pharmaceuticals;Bangladesh;Dhaka;BD;Poland;Gdansk;PL;Air;UPS;8708.99;End Use Relief;2024-05-29;2024-06-06;2024-06-10;2024-06-13;4;3;TRUE;Import;49054,89;4,5;2207,47;1350,1;857,37
SHP0277;CLT001;Meridian Electronics Ltd;Turkey;Istanbul;TR;United Kingdom;Felixstowe;GB;Rail;UPS;0901.11;IP Relief;2024-08-21;2024-08-25;2024-09-05;2024-09-06;11;1;TRUE;Import;65724,98;0;0;0;0
SHP0278;CLT004;Solaris Chemical Solutions;Mexico;Mexico City;MX;Belgium;Antwerp;BE;Sea;CMA CGM;6203.42;FTA Relief;2024-08-29;2024-09-05;2024-10-03;2024-10-08;28;5;FALSE;Import;11910,61;12;1429,27;1300,88;128,39
SHP0279;CLT010;Quantum Tech Imports;Vietnam;Ho Chi Minh City;VN;Poland;Gdansk;PL;Air;Evergreen;6203.42;Temporary Admission;2023-02-08;2023-02-10;2023-02-12;2023-02-14;2;2;TRUE;Import;152407,38;12;18288,89;14704;3584,89
SHP0280;CLT001;Meridian Electronics Ltd;Bangladesh;Dhaka;BD;Sweden;Gothenburg;SE;Sea;CMA CGM;8708.99;Standard Entry;2023-07-01;2023-07-08;2023-08-20;2023-08-21;43;1;TRUE;Import;10368,66;4,5;466,59;0;466,59
SHP0281;CLT002;Atlas Apparel Group;Thailand;Bangkok;TH;Italy;Genoa;IT;Sea;DHL Express;7208.51;Standard Entry;2024-02-10;2024-02-13;2024-03-20;2024-03-23;36;3;TRUE;Import;78932,46;0;0;0;0
SHP0282;CLT003;Crestwood Automotive Parts;Japan;Tokyo;JP;Poland;Gdansk;PL;Road;DHL Express;6203.42;Standard Entry;2024-07-29;2024-08-03;2024-08-11;2024-08-17;8;6;FALSE;Import;149292,79;12;17915,13;0;17915,13
SHP0283;CLT007;BlueSky Pharmaceuticals;Turkey;Istanbul;TR;Spain;Barcelona;ES;Sea;CMA CGM;7208.51;Standard Entry;2024-12-19;2024-12-27;2025-02-01;2025-02-08;36;7;FALSE;Import;248599,37;0;0;0;0
SHP0284;CLT003;Crestwood Automotive Parts;Mexico;Mexico City;MX;Italy;Genoa;IT;Rail;Kuehne+Nagel;6204.62;Standard Entry;2024-08-02;2024-08-11;2024-08-20;2024-08-22;9;2;TRUE;Import;86136,26;12;10336,35;0;10336,35
SHP0285;CLT004;Solaris Chemical Solutions;Bangladesh;Dhaka;BD;Italy;Genoa;IT;Sea;MSC;6110.20;Standard Entry;2024-11-17;2024-11-24;2025-01-01;2025-01-05;38;4;FALSE;Import;7791,93;12;935,03;0;935,03
SHP0286;CLT004;Solaris Chemical Solutions;USA;New York;US;Italy;Genoa;IT;Sea;MSC;7208.51;Standard Entry;2023-02-19;2023-02-28;2023-03-30;2023-04-05;30;6;FALSE;Import;107815,04;0;0;0;0
SHP0287;CLT007;BlueSky Pharmaceuticals;South Korea;Busan;KR;Belgium;Antwerp;BE;Sea;DB Schenker;2917.36;Standard Entry;2024-05-05;2024-05-10;2024-06-22;2024-06-24;43;2;TRUE;Import;115565,42;5,5;6356,1;0;6356,1
SHP0288;CLT005;Pinnacle Foods International;China;Shanghai;CN;Italy;Genoa;IT;Sea;MSC;8517.12;IP Relief;2023-06-24;2023-06-28;2023-07-28;2023-08-03;30;6;FALSE;Import;23375,59;0;0;0;0
SHP0289;CLT006;Vortex Machinery Co.;Mexico;Mexico City;MX;Sweden;Gothenburg;SE;Air;Maersk;2917.36;Standard Entry;2023-06-18;2023-06-26;2023-07-02;2023-07-04;6;2;TRUE;Export;18121,16;5,5;996,66;0;996,66
SHP0290;CLT004;Solaris Chemical Solutions;Vietnam;Ho Chi Minh City;VN;Belgium;Antwerp;BE;Road;DB Schenker;7208.51;Standard Entry;2024-07-07;2024-07-13;2024-07-20;2024-07-23;7;3;TRUE;Import;63199,33;0;0;0;0
SHP0291;CLT007;BlueSky Pharmaceuticals;Mexico;Mexico City;MX;Portugal;Lisbon;PT;Rail;UPS;6203.42;Standard Entry;2024-01-05;2024-01-13;2024-01-21;2024-01-22;8;1;TRUE;Import;77164,61;12;9259,75;0;9259,75
SHP0292;CLT004;Solaris Chemical Solutions;USA;New York;US;United Kingdom;Felixstowe;GB;Sea;CMA CGM;3004.90;IP Relief;2023-03-25;2023-03-28;2023-04-30;2023-05-03;33;3;TRUE;Export;197294,76;0;0;0;0
SHP0293;CLT002;Atlas Apparel Group;Thailand;Bangkok;TH;Belgium;Antwerp;BE;Sea;DHL Express;8443.32;Temporary Admission;2024-01-14;2024-01-23;2024-02-15;2024-02-16;23;1;TRUE;Import;69507,51;0;0;0;0
SHP0294;CLT005;Pinnacle Foods International;Mexico;Mexico City;MX;United Kingdom;Felixstowe;GB;Sea;MSC;8517.12;Standard Entry;2023-12-19;2023-12-29;2024-02-10;2024-02-14;43;4;FALSE;Import;242822,86;0;0;0;0
SHP0295;CLT009;GreenLeaf Organics;China;Shanghai;CN;Belgium;Antwerp;BE;Rail;DB Schenker;2917.36;End Use Relief;2024-12-04;2024-12-09;2024-12-24;2024-12-28;15;4;FALSE;Import;78218,77;5,5;4302,03;2745,48;1556,55
SHP0296;CLT009;GreenLeaf Organics;Mexico;Mexico City;MX;Portugal;Lisbon;PT;Rail;Kuehne+Nagel;3004.90;End Use Relief;2023-05-31;2023-06-09;2023-06-18;2023-06-20;9;2;TRUE;Import;237520,06;0;0;0;0
SHP0297;CLT004;Solaris Chemical Solutions;India;Mumbai;IN;United Kingdom;Felixstowe;GB;Air;MSC;3004.90;Temporary Admission;2023-07-26;2023-07-30;2023-08-06;2023-08-13;7;7;FALSE;Import;150786,68;0;0;0;0
SHP0298;CLT002;Atlas Apparel Group;Japan;Tokyo;JP;Portugal;Lisbon;PT;Air;DB Schenker;8708.99;IP Relief;2024-06-16;2024-06-18;2024-06-23;2024-06-30;5;7;FALSE;Import;176600,97;4,5;7947,04;5607,84;2339,2
SHP0299;CLT002;Atlas Apparel Group;Japan;Tokyo;JP;France;Le Havre;FR;Sea;Kuehne+Nagel;8428.90;End Use Relief;2023-04-13;2023-04-16;2023-05-07;2023-05-14;21;7;FALSE;Export;75092,75;1,7;1276,58;877,61;398,97
SHP0300;CLT007;BlueSky Pharmaceuticals;Turkey;Istanbul;TR;Belgium;Antwerp;BE;Road;UPS;8428.90;End Use Relief;2024-04-29;2024-05-03;2024-05-06;2024-05-09;3;3;TRUE;Import;103728,62;1,7;1763,39;1263,27;500,12
SHP0301;CLT001;Meridian Electronics Ltd;Japan;Tokyo;JP;Italy;Genoa;IT;Road;Hapag-Lloyd;8471.30;Standard Entry;2024-05-01;2024-05-08;2024-05-15;2024-05-16;7;1;TRUE;Export;87777,19;0;0;0;0
SHP0302;CLT005;Pinnacle Foods International;Turkey;Istanbul;TR;Poland;Gdansk;PL;Rail;MSC;6110.20;FTA Relief;2023-05-18;2023-05-27;2023-06-08;2023-06-15;12;7;FALSE;Import;207326,72;12;24879,21;19426,33;5452,88
SHP0303;CLT010;Quantum Tech Imports;USA;New York;US;Netherlands;Rotterdam;NL;Air;Hapag-Lloyd;8443.32;Temporary Admission;2024-05-11;2024-05-18;2024-05-24;2024-05-31;6;7;FALSE;Import;18770,43;0;0;0;0
SHP0304;CLT005;Pinnacle Foods International;Thailand;Bangkok;TH;Belgium;Antwerp;BE;Sea;DB Schenker;8443.32;End Use Relief;2023-01-30;2023-02-04;2023-02-27;2023-03-06;23;7;FALSE;Import;54178,06;0;0;0;0
SHP0305;CLT008;Ironclad Steel Works;China;Shanghai;CN;Italy;Genoa;IT;Road;Hapag-Lloyd;8708.29;IP Relief;2024-04-20;2024-04-23;2024-05-02;2024-05-08;9;6;FALSE;Import;12487,98;4,5;561,96;354,24;207,72
SHP0306;CLT003;Crestwood Automotive Parts;South Korea;Busan;KR;Sweden;Gothenburg;SE;Air;DHL Express;8708.99;FTA Relief;2023-09-22;2023-09-25;2023-10-02;2023-10-05;7;3;TRUE;Import;11725,37;4,5;527,64;377,21;150,43
SHP0307;CLT004;Solaris Chemical Solutions;Vietnam;Ho Chi Minh City;VN;Netherlands;Rotterdam;NL;Sea;FedEx;0901.11;Standard Entry;2024-11-29;2024-12-08;2024-12-26;2024-12-28;18;2;TRUE;Import;163606,03;0;0;0;0
SHP0308;CLT004;Solaris Chemical Solutions;Turkey;Istanbul;TR;Sweden;Gothenburg;SE;Rail;Evergreen;7208.51;Standard Entry;2024-10-20;2024-10-28;2024-11-09;2024-11-13;12;4;FALSE;Import;213638,61;0;0;0;0
SHP0309;CLT005;Pinnacle Foods International;Vietnam;Ho Chi Minh City;VN;Poland;Gdansk;PL;Sea;DB Schenker;6110.20;End Use Relief;2024-02-11;2024-02-14;2024-03-21;2024-03-22;36;1;TRUE;Export;130320,86;12;15638,5;11444,64;4193,86
SHP0310;CLT009;GreenLeaf Organics;Mexico;Mexico City;MX;Sweden;Gothenburg;SE;Sea;Evergreen;3004.90;Standard Entry;2024-05-08;2024-05-15;2024-06-04;2024-06-07;20;3;TRUE;Export;161945,71;0;0;0;0
SHP0311;CLT005;Pinnacle Foods International;Turkey;Istanbul;TR;Netherlands;Rotterdam;NL;Sea;DB Schenker;8542.31;FTA Relief;2023-02-28;2023-03-08;2023-04-20;2023-04-26;43;6;FALSE;Import;83298,51;0;0;0;0
SHP0312;CLT008;Ironclad Steel Works;Turkey;Istanbul;TR;Spain;Barcelona;ES;Air;FedEx;2917.36;Standard Entry;2023-02-06;2023-02-11;2023-02-17;2023-02-20;6;3;TRUE;Import;183004,72;5,5;10065,26;0;10065,26
SHP0313;CLT009;GreenLeaf Organics;South Korea;Busan;KR;Italy;Genoa;IT;Air;Evergreen;6110.20;FTA Relief;2024-11-04;2024-11-08;2024-11-14;2024-11-17;6;3;TRUE;Export;28912,75;12;3469,53;2561,84;907,69
SHP0314;CLT009;GreenLeaf Organics;India;Mumbai;IN;Italy;Genoa;IT;Road;MSC;6204.62;IP Relief;2023-08-17;2023-08-25;2023-09-01;2023-09-08;7;7;FALSE;Export;222276,67;12;26673,2;16806,49;9866,71
SHP0315;CLT008;Ironclad Steel Works;USA;New York;US;Poland;Gdansk;PL;Sea;Kuehne+Nagel;8428.90;End Use Relief;2023-03-14;2023-03-19;2023-04-21;2023-04-26;33;5;FALSE;Export;34354,9;1,7;584,03;431,16;152,87
SHP0316;CLT007;BlueSky Pharmaceuticals;China;Shanghai;CN;France;Le Havre;FR;Sea;Hapag-Lloyd;8708.99;Temporary Admission;2024-08-06;2024-08-10;2024-09-11;2024-09-14;32;3;TRUE;Import;216286,52;4,5;9732,89;8137,39;1595,5
SHP0317;CLT008;Ironclad Steel Works;Bangladesh;Dhaka;BD;France;Le Havre;FR;Sea;Maersk;8471.30;Temporary Admission;2023-10-08;2023-10-12;2023-11-05;2023-11-10;24;5;FALSE;Import;192298,52;0;0;0;0
SHP0318;CLT003;Crestwood Automotive Parts;Mexico;Mexico City;MX;Belgium;Antwerp;BE;Road;FedEx;2917.36;Temporary Admission;2024-05-03;2024-05-05;2024-05-14;2024-05-15;9;1;TRUE;Import;135776,74;5,5;7467,72;7065,45;402,27
SHP0319;CLT006;Vortex Machinery Co.;Thailand;Bangkok;TH;Netherlands;Rotterdam;NL;Sea;Maersk;3004.90;Standard Entry;2023-09-12;2023-09-19;2023-10-14;2023-10-17;25;3;TRUE;Import;36588,05;0;0;0;0
SHP0320;CLT009;GreenLeaf Organics;Mexico;Mexico City;MX;Spain;Barcelona;ES;Sea;MSC;6110.20;Standard Entry;2023-11-02;2023-11-11;2023-12-08;2023-12-14;27;6;FALSE;Export;132470,66;12;15896,48;0;15896,48
SHP0321;CLT007;BlueSky Pharmaceuticals;India;Mumbai;IN;Italy;Genoa;IT;Air;DHL Express;8542.31;FTA Relief;2023-06-18;2023-06-20;2023-06-25;2023-06-27;5;2;TRUE;Import;59958,73;0;0;0;0
SHP0322;CLT001;Meridian Electronics Ltd;Mexico;Mexico City;MX;Portugal;Lisbon;PT;Sea;MSC;8708.99;Standard Entry;2024-10-28;2024-10-30;2024-12-12;2024-12-16;43;4;FALSE;Export;219753,31;4,5;9888,9;0;9888,9
SHP0323;CLT009;GreenLeaf Organics;Mexico;Mexico City;MX;United Kingdom;Felixstowe;GB;Air;Maersk;3004.90;Standard Entry;2024-10-31;2024-11-02;2024-11-04;2024-11-10;2;6;FALSE;Import;33368,51;0;0;0;0
SHP0324;CLT007;BlueSky Pharmaceuticals;USA;New York;US;Portugal;Lisbon;PT;Sea;UPS;7208.51;FTA Relief;2023-07-30;2023-08-01;2023-09-10;2023-09-13;40;3;TRUE;Export;108113,51;0;0;0;0
SHP0325;CLT010;Quantum Tech Imports;Mexico;Mexico City;MX;France;Le Havre;FR;Air;MSC;0901.11;Standard Entry;2024-09-24;2024-09-30;2024-10-02;2024-10-03;2;1;TRUE;Import;197266,22;0;0;0;0
SHP0326;CLT004;Solaris Chemical Solutions;Mexico;Mexico City;MX;Netherlands;Rotterdam;NL;Rail;Evergreen;6110.20;End Use Relief;2023-07-26;2023-08-03;2023-08-16;2023-08-19;13;3;TRUE;Import;44291,53;12;5314,98;3677,16;1637,82
SHP0327;CLT008;Ironclad Steel Works;Bangladesh;Dhaka;BD;Netherlands;Rotterdam;NL;Sea;Maersk;3004.90;Standard Entry;2023-04-24;2023-05-03;2023-06-16;2023-06-18;44;2;TRUE;Import;237614,27;0;0;0;0
SHP0328;CLT002;Atlas Apparel Group;Turkey;Istanbul;TR;Netherlands;Rotterdam;NL;Air;Evergreen;8708.29;Temporary Admission;2023-02-21;2023-02-25;2023-02-27;2023-03-06;2;7;FALSE;Export;14663,91;4,5;659,88;566,25;93,63
SHP0329;CLT007;BlueSky Pharmaceuticals;USA;New York;US;Germany;Hamburg;DE;Rail;Maersk;8471.30;FTA Relief;2024-11-10;2024-11-14;2024-12-02;2024-12-05;18;3;TRUE;Export;92594,21;0;0;0;0
SHP0330;CLT002;Atlas Apparel Group;Bangladesh;Dhaka;BD;Italy;Genoa;IT;Sea;MSC;2917.36;Temporary Admission;2024-04-12;2024-04-20;2024-05-16;2024-05-22;26;6;FALSE;Import;213414,54;5,5;11737,8;11268,05;469,75
SHP0331;CLT002;Atlas Apparel Group;India;Mumbai;IN;United Kingdom;Felixstowe;GB;Rail;CMA CGM;8517.12;Temporary Admission;2024-08-27;2024-09-05;2024-09-20;2024-09-22;15;2;TRUE;Import;154774,17;0;0;0;0
SHP0332;CLT003;Crestwood Automotive Parts;South Korea;Busan;KR;Poland;Gdansk;PL;Sea;FedEx;2106.90;Standard Entry;2023-03-06;2023-03-13;2023-04-08;2023-04-09;26;1;TRUE;Import;177619,2;9;15985,73;0;15985,73
SHP0333;CLT006;Vortex Machinery Co.;Thailand;Bangkok;TH;Portugal;Lisbon;PT;Road;Kuehne+Nagel;8517.12;Temporary Admission;2024-11-08;2024-11-17;2024-11-23;2024-11-26;6;3;TRUE;Import;167609,11;0;0;0;0
SHP0334;CLT009;GreenLeaf Organics;Mexico;Mexico City;MX;United Kingdom;Felixstowe;GB;Sea;CMA CGM;0901.11;Temporary Admission;2024-05-22;2024-05-26;2024-07-10;2024-07-11;45;1;TRUE;Export;189100,35;0;0;0;0
SHP0335;CLT005;Pinnacle Foods International;China;Shanghai;CN;Portugal;Lisbon;PT;Sea;DB Schenker;3004.90;Temporary Admission;2024-02-17;2024-02-22;2024-04-06;2024-04-07;44;1;TRUE;Import;117478,18;0;0;0;0
SHP0336;CLT002;Atlas Apparel Group;South Korea;Busan;KR;Poland;Gdansk;PL;Sea;MSC;2106.90;Standard Entry;2024-10-31;2024-11-03;2024-11-21;2024-11-25;18;4;FALSE;Import;106022,94;9;9542,06;0;9542,06
SHP0337;CLT002;Atlas Apparel Group;Mexico;Mexico City;MX;Sweden;Gothenburg;SE;Road;Evergreen;8443.32;End Use Relief;2024-07-29;2024-08-07;2024-08-13;2024-08-16;6;3;TRUE;Import;94018,91;0;0;0;0
SHP0338;CLT008;Ironclad Steel Works;Bangladesh;Dhaka;BD;Portugal;Lisbon;PT;Rail;Kuehne+Nagel;8428.90;Temporary Admission;2024-11-03;2024-11-12;2024-11-25;2024-11-26;13;1;TRUE;Import;28872,07;1,7;490,83;457,35;33,48
SHP0339;CLT006;Vortex Machinery Co.;Bangladesh;Dhaka;BD;Spain;Barcelona;ES;Air;DB Schenker;8708.99;Standard Entry;2023-04-19;2023-04-23;2023-04-25;2023-04-29;2;4;FALSE;Import;39410,05;4,5;1773,45;0;1773,45
SHP0340;CLT002;Atlas Apparel Group;Turkey;Istanbul;TR;Sweden;Gothenburg;SE;Sea;Hapag-Lloyd;8517.12;Temporary Admission;2023-08-09;2023-08-14;2023-09-15;2023-09-21;32;6;FALSE;Import;87793,72;0;0;0;0
SHP0341;CLT010;Quantum Tech Imports;USA;New York;US;Poland;Gdansk;PL;Air;Kuehne+Nagel;0901.11;FTA Relief;2024-05-25;2024-06-04;2024-06-06;2024-06-12;2;6;FALSE;Import;16900,04;0;0;0;0
SHP0342;CLT009;GreenLeaf Organics;India;Mumbai;IN;Sweden;Gothenburg;SE;Sea;CMA CGM;8517.12;Temporary Admission;2024-11-04;2024-11-11;2024-12-18;2024-12-23;37;5;FALSE;Import;220940,69;0;0;0;0
SHP0343;CLT005;Pinnacle Foods International;Japan;Tokyo;JP;Italy;Genoa;IT;Sea;UPS;8542.31;FTA Relief;2023-05-22;2023-06-01;2023-07-02;2023-07-05;31;3;TRUE;Export;211553,24;0;0;0;0
SHP0344;CLT009;GreenLeaf Organics;Vietnam;Ho Chi Minh City;VN;Netherlands;Rotterdam;NL;Sea;Kuehne+Nagel;7208.51;IP Relief;2024-12-04;2024-12-08;2025-01-06;2025-01-12;29;6;FALSE;Export;164271,17;0;0;0;0
SHP0345;CLT002;Atlas Apparel Group;Bangladesh;Dhaka;BD;Portugal;Lisbon;PT;Air;Kuehne+Nagel;8428.90;Standard Entry;2024-12-28;2025-01-07;2025-01-12;2025-01-15;5;3;TRUE;Import;219981,92;1,7;3739,69;0;3739,69
SHP0346;CLT001;Meridian Electronics Ltd;Thailand;Bangkok;TH;Germany;Hamburg;DE;Sea;FedEx;6203.42;Standard Entry;2024-11-17;2024-11-22;2024-12-11;2024-12-14;19;3;TRUE;Import;188795,33;12;22655,44;0;22655,44
SHP0347;CLT005;Pinnacle Foods International;Turkey;Istanbul;TR;France;Le Havre;FR;Rail;Maersk;7208.51;IP Relief;2023-07-28;2023-08-07;2023-08-27;2023-08-28;20;1;TRUE;Import;92877,2;0;0;0;0
SHP0348;CLT009;GreenLeaf Organics;Japan;Tokyo;JP;Netherlands;Rotterdam;NL;Air;Evergreen;7208.51;Standard Entry;2023-02-18;2023-02-26;2023-03-03;2023-03-07;5;4;FALSE;Export;239391,98;0;0;0;0
SHP0349;CLT009;GreenLeaf Organics;China;Shanghai;CN;United Kingdom;Felixstowe;GB;Road;Evergreen;6204.62;End Use Relief;2024-03-29;2024-04-05;2024-04-11;2024-04-18;6;7;FALSE;Import;149154,41;12;17898,53;13575,27;4323,26
SHP0350;CLT004;Solaris Chemical Solutions;Turkey;Istanbul;TR;Poland;Gdansk;PL;Sea;MSC;6203.42;FTA Relief;2024-06-10;2024-06-18;2024-07-09;2024-07-10;21;1;TRUE;Import;109984,41;12;13198,13;11442,51;1755,62
SHP0351;CLT003;Crestwood Automotive Parts;Mexico;Mexico City;MX;Spain;Barcelona;ES;Sea;DHL Express;2106.90;Standard Entry;2023-06-08;2023-06-12;2023-07-01;2023-07-04;19;3;TRUE;Export;151235,68;9;13611,21;0;13611,21
SHP0352;CLT008;Ironclad Steel Works;Mexico;Mexico City;MX;Portugal;Lisbon;PT;Sea;MSC;8542.31;Standard Entry;2023-11-22;2023-11-27;2023-12-31;2024-01-02;34;2;TRUE;Import;132548,54;0;0;0;0
SHP0353;CLT007;BlueSky Pharmaceuticals;Thailand;Bangkok;TH;Portugal;Lisbon;PT;Air;MSC;8708.99;FTA Relief;2023-08-07;2023-08-14;2023-08-21;2023-08-24;7;3;TRUE;Import;93395,47;4,5;4202,8;3217,38;985,42
SHP0354;CLT009;GreenLeaf Organics;China;Shanghai;CN;Germany;Hamburg;DE;Road;DHL Express;2106.90;FTA Relief;2024-10-19;2024-10-21;2024-10-27;2024-11-02;6;6;FALSE;Import;221986,74;9;19978,81;16270,98;3707,83
SHP0355;CLT007;BlueSky Pharmaceuticals;Turkey;Istanbul;TR;Portugal;Lisbon;PT;Road;Evergreen;8471.30;End Use Relief;2024-01-19;2024-01-28;2024-02-07;2024-02-08;10;1;TRUE;Export;77626,32;0;0;0;0
SHP0356;CLT009;GreenLeaf Organics;USA;New York;US;Germany;Hamburg;DE;Sea;DB Schenker;0901.11;Standard Entry;2024-10-03;2024-10-08;2024-10-28;2024-11-03;20;6;FALSE;Import;159231,05;0;0;0;0
SHP0357;CLT007;BlueSky Pharmaceuticals;USA;New York;US;Netherlands;Rotterdam;NL;Air;FedEx;3004.90;Standard Entry;2024-12-03;2024-12-05;2024-12-08;2024-12-12;3;4;FALSE;Import;180632,73;0;0;0;0
SHP0358;CLT002;Atlas Apparel Group;USA;New York;US;United Kingdom;Felixstowe;GB;Sea;Evergreen;0901.11;Standard Entry;2024-08-11;2024-08-16;2024-09-29;2024-10-02;44;3;TRUE;Import;104870,03;0;0;0;0
SHP0359;CLT007;BlueSky Pharmaceuticals;Japan;Tokyo;JP;Italy;Genoa;IT;Sea;FedEx;3004.90;Standard Entry;2024-07-01;2024-07-04;2024-07-22;2024-07-29;18;7;FALSE;Import;187758;0;0;0;0
SHP0360;CLT002;Atlas Apparel Group;Bangladesh;Dhaka;BD;Portugal;Lisbon;PT;Sea;Evergreen;8542.31;Standard Entry;2023-11-05;2023-11-08;2023-12-15;2023-12-18;37;3;TRUE;Import;192492,19;0;0;0;0
SHP0361;CLT007;BlueSky Pharmaceuticals;Japan;Tokyo;JP;United Kingdom;Felixstowe;GB;Air;CMA CGM;0901.11;FTA Relief;2023-05-20;2023-05-28;2023-06-04;2023-06-11;7;7;FALSE;Import;200383,73;0;0;0;0
SHP0362;CLT005;Pinnacle Foods International;Bangladesh;Dhaka;BD;United Kingdom;Felixstowe;GB;Air;DB Schenker;6203.42;Standard Entry;2023-02-12;2023-02-20;2023-02-22;2023-02-27;2;5;FALSE;Import;139143,74;12;16697,25;0;16697,25
SHP0363;CLT005;Pinnacle Foods International;Vietnam;Ho Chi Minh City;VN;Italy;Genoa;IT;Sea;FedEx;8443.32;Standard Entry;2024-06-08;2024-06-12;2024-07-04;2024-07-06;22;2;TRUE;Export;59093,05;0;0;0;0
SHP0364;CLT004;Solaris Chemical Solutions;USA;New York;US;France;Le Havre;FR;Road;Kuehne+Nagel;6110.20;Standard Entry;2024-07-16;2024-07-26;2024-08-05;2024-08-06;10;1;TRUE;Import;76209,9;12;9145,19;0;9145,19
SHP0365;CLT005;Pinnacle Foods International;USA;New York;US;Netherlands;Rotterdam;NL;Road;Kuehne+Nagel;2106.90;IP Relief;2024-01-01;2024-01-06;2024-01-11;2024-01-12;5;1;TRUE;Import;74858,6;9;6737,27;3533,25;3204,02
SHP0366;CLT006;Vortex Machinery Co.;South Korea;Busan;KR;Poland;Gdansk;PL;Sea;Kuehne+Nagel;3004.90;IP Relief;2024-12-11;2024-12-15;2025-01-20;2025-01-25;36;5;FALSE;Import;143881,16;0;0;0;0
SHP0367;CLT003;Crestwood Automotive Parts;China;Shanghai;CN;Italy;Genoa;IT;Sea;Hapag-Lloyd;7208.51;Standard Entry;2024-10-18;2024-10-24;2024-11-24;2024-12-01;31;7;FALSE;Export;93074,07;0;0;0;0
SHP0368;CLT008;Ironclad Steel Works;South Korea;Busan;KR;Poland;Gdansk;PL;Sea;Evergreen;2106.90;End Use Relief;2023-04-22;2023-04-25;2023-05-18;2023-05-25;23;7;FALSE;Import;73750,91;9;6637,58;5238,75;1398,83
SHP0369;CLT005;Pinnacle Foods International;USA;New York;US;Germany;Hamburg;DE;Sea;DB Schenker;3004.90;Standard Entry;2024-08-18;2024-08-26;2024-10-01;2024-10-08;36;7;FALSE;Import;149558,9;0;0;0;0
SHP0370;CLT009;GreenLeaf Organics;Turkey;Istanbul;TR;Portugal;Lisbon;PT;Air;UPS;3004.90;FTA Relief;2024-01-10;2024-01-15;2024-01-20;2024-01-27;5;7;FALSE;Import;149452,18;0;0;0;0
SHP0371;CLT008;Ironclad Steel Works;Thailand;Bangkok;TH;Portugal;Lisbon;PT;Sea;FedEx;8708.99;End Use Relief;2023-01-11;2023-01-16;2023-02-24;2023-03-03;39;7;FALSE;Import;241180,07;4,5;10853,1;9156,2;1696,9
